Job Title | Education | age | sex | Online Edu | Edu Match
Prod. works & maintenance managers | Higher education | 59 | Male | Other qualification | 0
Playgroup leaders & assistants | GCE A level or equivalent | 55 | Female | Other qualification | 0
Office managers | Higher education | 36 | Female | Degree or equivalent | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 57 | Female | GCSE grades A*-C or equivalent | 0
Publicans & managrs licensed prmses | GCSE grades A*-C or equivalent | 38 | Female | Other qualification | 0
Chefs, cooks | GCE A level or equivalent | 59 | Male | Other qualification | 0
Higher educ teaching prfsnals | Degree or equivalent | 40 | Female | Other qualification | 0
Research and development managers | Degree or equivalent | 38 | Male | Degree or equivalent | 1
Routine inspectors and testers | GCE A level or equivalent | 53 | Male | Other qualification | 0
Kitchen and catering assistants | GCSE grades A*-C or equivalent | 50 | Female | GCSE grades A*-C or equivalent | 1
Medical practitioners | Degree or equivalent | 54 | Male | Other qualification | 0
Nurses | Higher education | 45 | Female | Degree or equivalent | 0
Waiters, waitresses | GCSE grades A*-C or equivalent | 17 | Female | Other qualification | 0
Moulders, core makers, die casters | Higher education | 40 | Male | Other qualification | 0
Build & civil eng technicians | Degree or equivalent | 31 | Female | Other qualification | 0
Care assistants and home carers | GCSE grades A*-C or equivalent | 49 | Male | Other qualification | 0
Kitchen and catering assistants | GCSE grades A*-C or equivalent | 49 | Female | GCSE grades A*-C or equivalent | 1
Kitchen and catering assistants | GCSE grades A*-C or equivalent | 17 | Female | GCSE grades A*-C or equivalent | 1
Housing and welfare officers | Degree or equivalent | 60 | Male | Degree or equivalent | 1
Chefs, cooks | GCSE grades A*-C or equivalent | 60 | Female | Other qualification | 0
Oth good hndlng & storage occup nec | Other qualification | 62 | Male | Other qualification | 1
Property, housing and land managers | GCSE grades A*-C or equivalent | 49 | Female | Other qualification | 0
educal assistants | GCE A level or equivalent | 41 | Female | Degree or equivalent | 0
Construction trades n.e.c. | GCSE grades A*-C or equivalent | 18 | Male | Other qualification | 0
Plant and machine operatives n.e.c. | GCSE grades A*-C or equivalent | 34 | Male | Other qualification | 0
Medical practitioners | Degree or equivalent | 33 | Male | Other qualification | 0
Glaziers, window fabric and fitters | Other qualification | 39 | Male | Other qualification | 1
Indust cleaning process occupations | GCSE grades A*-C or equivalent | 39 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 18 | Male | Other qualification | 0
Business & related assoc profs nec. | GCSE grades A*-C or equivalent | 53 | Female | Other qualification | 0
Refuse and salvage occupations | Other qualification | 56 | Male | Other qualification | 1
Oth good hndlng & storage occup nec | Other qualification | 31 | Male | Other qualification | 1
Sales and retail assistants | GCSE grades A*-C or equivalent | 44 | Female | Other qualification | 0
TV, video and audio engineers | Other qualification | 47 | Male | Other qualification | 1
Info & communication technol mngers | Degree or equivalent | 53 | Male | Other qualification | 0
Pharmaceutical dispensers | GCE A level or equivalent | 38 | Female | Degree or equivalent | 0
Welding trades | Other qualification | 42 | Male | Other qualification | 1
educal assistants | Higher education | 53 | Female | Degree or equivalent | 0
Electricians, electrical fitters | GCSE grades A*-C or equivalent | 23 | Male | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 38 | Male | Degree or equivalent | 1
Medical practitioners | Degree or equivalent | 36 | Female | Other qualification | 0
Care assistants and home carers | GCSE grades A*-C or equivalent | 41 | Male | Other qualification | 0
Nursing auxiliaries and assistants | GCSE grades A*-C or equivalent | 45 | Female | Other qualification | 0
Chartered and certified accountants | Degree or equivalent | 38 | Female | Degree or equivalent | 1
Retail and wholesale managers | GCE A level or equivalent | 32 | Female | Degree or equivalent | 0
Van drivers | GCSE grades A*-C or equivalent | 59 | Male | Other qualification | 0
Travel agents | GCSE grades A*-C or equivalent | 53 | Female | Degree or equivalent | 0
Spec needs educ teaching profs | Degree or equivalent | 40 | Female | Other qualification | 0
Accnts wages clerk, bookkeeper | Degree or equivalent | 42 | Male | Other qualification | 0
Heavy goods vehicle drivers | GCE A level or equivalent | 42 | Male | Other qualification | 0
School mid-day assistants | GCE A level or equivalent | 39 | Female | Other qualification | 0
Welding trades | GCE A level or equivalent | 60 | Male | Other qualification | 0
Construction operatives n.e.c. | Other qualification | 32 | Male | Other qualification | 1
Kitchen and catering assistants | Other qualification | 59 | Female | GCSE grades A*-C or equivalent | 0
Metal mach setter & setter-operator | Other qualification | 59 | Male | Other qualification | 1
IT user support technicians | Other qualification | 26 | Female | Degree or equivalent | 0
Insurance underwriters | Degree or equivalent | 42 | Female | Degree or equivalent | 1
Office managers | Degree or equivalent | 47 | Male | Degree or equivalent | 1
Accnts wages clerk, bookkeeper | Higher education | 54 | Female | Other qualification | 0
Chefs, cooks | GCSE grades A*-C or equivalent | 23 | Male | Other qualification | 0
Waiters, waitresses | GCE A level or equivalent | 20 | Female | Other qualification | 0
Teaching professionals n.e.c. | Degree or equivalent | 58 | Female | Other qualification | 0
Caretakers | GCE A level or equivalent | 55 | Male | Other qualification | 0
Accnts wages clerk, bookkeeper | GCSE grades A*-C or equivalent | 68 | Female | Other qualification | 0
Carpenters and joiners | GCE A level or equivalent | 62 | Male | Other qualification | 0
Personnel & ind relations offs | GCE A level or equivalent | 33 | Female | Other qualification | 0
Sales representatives | Degree or equivalent | 27 | Female | Other qualification | 0
Civil Service executive officers | GCE A level or equivalent | 61 | Female | Other qualification | 0
Authors, writers | Degree or equivalent | 41 | Female | Degree or equivalent | 1
Pers training & ind rel mngers | Degree or equivalent | 41 | Male | Other qualification | 0
Filng & othr recrds assists & clrks | GCE A level or equivalent | 62 | Female | Other qualification | 0
Retail and wholesale managers | Higher education | 40 | Female | Degree or equivalent | 0
Housing and welfare officers | Degree or equivalent | 34 | Female | Degree or equivalent | 1
Bus and coach drivers | GCSE grades A*-C or equivalent | 34 | Male | Other qualification | 0
educal assistants | Higher education | 56 | Female | Degree or equivalent | 0
Metal mach setter & setter-operator | GCSE grades A*-C or equivalent | 53 | Male | Other qualification | 0
Care assistants and home carers | Other qualification | 37 | Female | Other qualification | 1
Estate agents, auctioneers | Degree or equivalent | 37 | Female | Other qualification | 0
Sales and retail assistants | Other qualification | 60 | Female | Other qualification | 1
Prim & nurs eductn teaching profs | Degree or equivalent | 28 | Female | Other qualification | 0
Sports and leisure assistants | Degree or equivalent | 29 | Male | GCSE grades A*-C or equivalent | 0
Design and development engineers | Degree or equivalent | 37 | Male | Degree or equivalent | 1
Graphic designers | Other qualification | 47 | Male | Degree or equivalent | 0
Teaching professionals n.e.c. | Degree or equivalent | 50 | Female | Other qualification | 0
Sales and retail assistants | Other qualification | 64 | Male | Other qualification | 1
Accnts wages clerk, bookkeeper | GCE A level or equivalent | 29 | Female | Other qualification | 0
Storage and warehouse managers | Other qualification | 31 | Male | Other qualification | 1
Retail cashiers/check-out operators | GCSE grades A*-C or equivalent | 48 | Female | Other qualification | 0
Ship and hovercraft officers | GCE A level or equivalent | 49 | Male | Other qualification | 0
Food, drink & tobac process operat | Other qualification | 37 | Male | Other qualification | 1
Mtl working prod & maintnce fitter | GCE A level or equivalent | 57 | Male | Other qualification | 0
General office assistants or clerks | GCSE grades A*-C or equivalent | 58 | Female | GCSE grades A*-C or equivalent | 1
Nursing auxiliaries and assistants | Degree or equivalent | 27 | Female | Other qualification | 0
Retail cashiers/check-out operators | GCE A level or equivalent | 26 | Female | Other qualification | 0
Graphic designers | GCE A level or equivalent | 22 | Male | Degree or equivalent | 0
Chefs, cooks | GCE A level or equivalent | 45 | Male | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 41 | Female | Other qualification | 0
TV, video and audio engineers | GCSE grades A*-C or equivalent | 22 | Male | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 49 | Female | Degree or equivalent | 1
Secondary eductn teaching prfsnals | Degree or equivalent | 24 | Female | GCSE grades A*-C or equivalent | 0
Sales representatives | Degree or equivalent | 26 | Male | Other qualification | 0
Beauticians and related occupations | Degree or equivalent | 30 | Female | Other qualification | 0
School mid-day assistants | GCE A level or equivalent | 47 | Female | Other qualification | 0
Refuse and salvage occupations | Other qualification | 57 | Male | Other qualification | 1
Van drivers | Other qualification | 43 | Male | Other qualification | 1
Care assistants and home carers | Degree or equivalent | 35 | Female | Other qualification | 0
Fork-lift truck drivers | GCSE grades A*-C or equivalent | 37 | Male | Other qualification | 0
Crane drivers | GCSE grades A*-C or equivalent | 56 | Male | Other qualification | 0
Housing and welfare officers | GCSE grades A*-C or equivalent | 32 | Female | Degree or equivalent | 0
Van drivers | Other qualification | 38 | Male | Other qualification | 1
Customer care managers | Degree or equivalent | 35 | Female | Degree or equivalent | 1
Paramedics | GCE A level or equivalent | 27 | Female | Other qualification | 0
Engineering professionals n.e.c. | GCE A level or equivalent | 28 | Male | Other qualification | 0
Electronics engineers | Higher education | 48 | Male | Degree or equivalent | 0
Metal working machine operatives | Higher education | 30 | Male | Other qualification | 0
General office assistants or clerks | Higher education | 26 | Female | GCSE grades A*-C or equivalent | 0
Retail cashiers/check-out operators | GCSE grades A*-C or equivalent | 18 | Male | Other qualification | 0
Care assistants and home carers | GCSE grades A*-C or equivalent | 34 | Female | Other qualification | 0
Nursing auxiliaries and assistants | Degree or equivalent | 39 | Female | Other qualification | 0
Police offcrs (sergeant and below) | GCE A level or equivalent | 30 | Male | Other qualification | 0
Archt technols & town plan technics | Degree or equivalent | 27 | Female | Other qualification | 0
